Date,Vocabulary_Adjectives,Vocabulary_Other,Vocabulary_Modals,Vocabulary_Question_words,Vocabulary_Connectives_conjunctions,Vocabulary_Verbs_stems,Vocabulary_Comparisons,Assessment,Vocabulary_Nouns,Vocabulary_Prepositions,Curriculum_design,Vocabulary_Pronouns,Vocabulary_Adverbs,Grammar_Verb_inflections,Type_of_practice_Reading,Teaching_Methods_Processing_Instruction,Type_of_practice_Speaking,Type_of_practice_Listening,Type_of_practice_Writing,Autonomy_independence,Phonics_Other,Testing,Phonics_Applying_sound_symbol,Type_of_practice_Speaking_interaction,Phonics_Consolidating_sound_symbol,Phonics_sound_symbol_combinations,Grammar_Connectives_conjunctions,Grammar_Noun_inflections,Grammar_Prepositions,Grammar_Adverbs,Grammar_Adjectives,Grammar_Syntax,Grammar_Articles,Grammar_Comparisons,Grammar_Other,Teaching_Methods_Task_Based_Language_Teaching,Phonics_Introducing_new_sound_symbol,Phonics_Isolated_sound_symbol,Phonics_sound_symbol_combinations_in_words,Interaction,Type_of_practice_Reading_fact,Type_of_practice_Speaking_narrative,Other,Phonics_Awareness,Language_awareness,Motivation,Type_of_practice_Writing_interaction,Type_of_practice_Reading_fiction,Type_of_practice_Writing_factual,Type_of_practice_Listening_authentic_language,Type_of_practice_Reading_poetry,Type_of_practice_Listening_songs,Type_of_practice_Writing_creative,Pronunciation,Figurative_language,Multilingualism,Visits_abroad
2019-08-19,8,9,8,11,8,15,8,2,8,8,7,8,8,4,4,0,3,2,1,1,2,0,5,0,7,3,0,0,0,0,0,1,0,0,0,0,12,12,6,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-08-20,7,8,7,7,7,12,7,0,7,7,9,7,7,3,2,0,2,1,0,0,3,0,4,0,6,4,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-21,3,4,2,5,3,5,2,0,3,3,3,3,3,1,1,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,5,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-22,2,2,2,2,2,4,2,0,2,2,4,2,2,3,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-24,8,8,8,8,8,9,8,4,8,8,4,8,8,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-25,0,4,0,0,0,1,0,0,0,0,1,0,0,2,7,0,7,6,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-26,3,3,1,2,2,3,1,1,3,2,1,2,3,1,2,0,2,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-27,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,3,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-29,1,1,1,2,1,4,1,1,1,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-30,3,3,0,4,2,8,0,0,3,1,4,3,3,5,4,0,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31,1,1,1,3,1,4,1,0,2,1,3,1,2,3,1,1,1,1,1,0,1,0,2,1,3,2,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,0,1,0,1,0,2,0,1,0,0,2,0,0,2,5,2,4,4,2,0,0,0,1,1,7,1,0,0,0,0,0,0,1,0,0,1,7,7,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02,3,4,3,4,3,6,3,1,3,3,4,3,3,2,2,0,2,2,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-03,4,4,2,3,3,7,2,4,4,3,6,3,4,4,7,0,8,7,1,1,2,2,6,1,8,3,0,1,0,0,1,0,1,0,0,1,13,13,10,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-04,4,4,4,5,4,9,4,1,4,4,4,4,4,4,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-05,0,5,0,1,0,6,0,0,0,0,6,0,0,13,10,7,11,11,8,0,2,0,3,3,4,2,5,5,5,5,7,5,6,5,5,7,7,7,8,0,0,1,1,4,5,0,0,0,0,1,1,0,1,0,1,0,0
2019-09-06,0,7,0,1,0,5,0,0,0,0,1,0,0,8,4,3,6,6,3,0,1,0,4,3,5,1,0,1,0,0,2,0,2,0,0,4,6,6,8,0,0,3,0,4,2,0,0,0,0,3,3,0,3,0,2,0,0
2019-09-07,0,12,0,0,0,0,0,0,1,0,0,0,0,10,12,10,13,12,11,0,0,0,4,11,4,2,0,0,0,0,6,0,1,0,0,11,9,9,12,0,0,2,0,9,1,0,0,0,0,2,2,0,2,0,1,0,0
2019-09-08,0,8,0,0,0,0,0,0,0,0,4,0,0,2,7,3,8,7,8,0,1,0,2,2,5,2,0,2,0,0,2,0,2,0,0,2,7,7,4,0,0,1,1,7,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-09-09,0,12,0,2,0,3,0,2,0,0,4,0,0,12,11,10,13,14,11,1,2,0,8,12,9,5,0,2,0,0,2,1,2,0,0,12,13,13,16,2,0,2,0,11,1,0,0,0,0,2,2,0,2,0,1,0,0
2019-09-10,1,7,1,3,1,2,1,0,1,1,1,1,1,6,9,6,9,9,6,0,0,0,0,5,0,0,0,2,0,0,1,0,2,0,0,5,7,6,7,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,0
2019-09-11,2,7,2,4,2,6,2,2,2,2,4,2,2,7,9,7,10,9,10,1,4,0,6,7,6,7,1,4,1,1,4,1,4,1,1,7,6,7,8,0,0,1,1,6,1,1,0,0,0,1,1,0,1,0,0,0,0
2019-09-12,1,4,0,1,0,2,0,0,1,1,0,0,1,4,6,3,6,6,4,0,1,0,5,5,6,4,0,3,0,0,2,1,3,0,0,5,4,3,6,2,1,1,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-09-13,18,21,1,18,18,21,1,1,18,14,18,18,18,4,23,3,23,24,23,1,0,0,3,5,4,2,0,2,0,0,1,1,3,0,0,6,6,6,7,2,0,2,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0
2019-09-14,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-15,1,3,1,1,1,1,1,0,1,1,1,1,1,3,6,4,6,6,4,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,4,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-16,2,7,0,2,1,4,0,1,2,0,4,1,2,7,10,8,10,10,9,0,2,0,4,8,8,3,2,5,2,2,3,2,6,2,2,8,9,9,9,0,0,1,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-09-17,1,5,1,2,1,4,1,0,1,1,2,1,1,6,5,3,5,5,3,0,0,0,0,4,0,0,1,3,1,1,2,1,3,1,1,4,4,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2019-09-18,2,4,0,3,1,3,0,1,2,1,2,1,2,5,5,3,5,5,4,1,1,0,2,3,1,1,0,1,0,0,2,0,1,0,0,3,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-19,1,3,1,1,1,3,1,1,1,1,2,1,1,5,2,2,2,1,1,0,1,0,2,1,3,1,1,1,1,1,4,1,1,1,2,2,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-20,0,5,0,0,0,1,0,1,0,0,1,0,0,2,1,2,2,1,2,0,2,0,5,1,4,2,0,2,0,0,0,0,2,0,1,2,5,5,6,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-22,0,3,0,1,0,0,0,0,0,0,0,0,0,2,5,3,5,5,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-23,1,7,1,2,1,2,1,1,1,1,2,1,1,8,9,5,9,9,5,0,1,0,2,5,2,1,0,1,0,0,5,2,1,0,0,6,9,9,10,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-24,1,6,1,1,1,4,1,2,4,1,1,1,1,7,8,4,8,6,5,1,1,2,2,3,1,1,0,1,0,0,2,0,2,0,0,3,4,4,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-25,2,3,0,2,0,0,0,1,2,0,1,0,0,4,8,6,8,8,7,1,1,1,0,3,0,0,0,0,0,0,1,0,2,0,0,3,4,4,4,0,0,0,1,1,5,5,0,0,0,0,2,0,2,0,0,5,0
2019-09-26,3,10,3,3,3,5,3,2,4,3,3,3,3,7,9,5,9,8,7,2,3,1,2,4,2,2,0,0,0,0,2,0,0,0,1,5,10,8,7,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0
2019-09-27,2,3,1,1,1,1,1,0,2,1,1,1,1,3,5,5,5,5,5,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,4,3,3,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-28,3,4,2,3,3,5,2,1,3,2,3,3,3,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-09-29,2,1,1,3,1,3,1,1,4,1,1,1,2,3,3,3,3,3,3,1,0,0,0,3,0,0,0,2,0,0,1,0,2,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30,0,4,0,1,0,2,0,0,1,0,3,0,0,4,7,3,5,5,5,0,1,0,4,3,4,6,0,3,0,0,1,1,3,0,0,3,8,6,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,0,1,0,2,0,3,0,0,1,0,3,0,0,4,2,1,2,2,2,0,1,0,3,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-02,0,2,0,1,0,1,0,1,0,0,0,0,0,2,2,1,2,2,1,0,0,0,3,2,5,0,0,2,0,0,0,1,2,0,0,2,7,5,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-03,1,3,1,2,1,3,1,0,1,1,2,1,1,3,2,2,2,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,2,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-04,0,2,0,0,0,1,0,0,0,0,1,0,0,2,4,2,2,3,3,0,0,0,2,3,2,3,0,1,0,0,1,0,1,0,0,3,2,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-05,0,0,0,0,0,3,0,0,1,0,3,0,0,1,1,1,1,1,1,0,1,0,3,1,3,3,0,1,0,0,0,0,1,0,0,1,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-06,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,2,3,3,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2019-10-07,2,10,1,1,1,5,1,0,5,1,2,1,2,8,9,9,9,9,8,0,4,0,2,11,3,1,0,1,0,0,0,0,2,0,4,8,9,7,6,0,3,3,0,7,0,3,0,3,0,3,3,0,3,0,0,0,0
2019-10-08,0,5,0,2,0,0,0,1,0,0,2,0,0,4,4,5,5,4,5,0,1,0,3,4,4,2,0,1,0,0,1,0,1,0,1,5,5,4,4,0,0,1,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-10-09,1,5,1,1,1,6,1,3,2,1,4,1,1,9,10,7,9,9,8,2,2,1,2,6,3,1,0,2,0,0,2,0,3,0,0,6,11,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-10-10,1,11,1,4,1,10,1,0,3,1,7,1,1,14,10,10,10,10,10,0,0,0,0,11,1,0,1,4,1,1,9,2,4,1,1,11,16,16,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-11,1,4,1,2,1,6,1,1,2,2,3,1,2,4,2,1,3,2,2,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-10-12,1,2,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-13,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-14,25,20,0,25,7,30,0,0,28,6,13,24,25,13,28,4,29,29,28,0,0,0,2,4,3,1,1,2,1,1,3,1,3,1,1,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-10-15,1,5,1,2,1,10,1,0,3,2,3,1,2,19,10,9,10,10,9,1,1,0,6,8,6,2,1,5,1,1,2,3,4,1,1,8,14,15,11,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-10-16,2,6,1,1,1,4,1,0,2,1,8,1,1,10,11,7,11,11,9,0,4,0,5,7,6,5,0,0,0,0,4,0,1,0,1,6,15,13,12,0,1,1,0,9,0,1,0,1,0,1,2,0,3,0,0,0,0
2019-10-17,1,3,0,1,0,7,0,0,2,0,2,0,0,13,8,8,8,8,8,0,0,0,3,7,3,0,0,3,0,0,1,0,7,0,0,7,10,8,6,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0
2019-10-18,0,5,0,0,0,2,0,1,0,0,2,0,0,7,5,3,4,4,3,1,1,0,3,3,3,1,1,2,1,1,3,2,1,1,1,3,6,6,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-19,1,5,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-20,1,1,1,1,1,3,1,0,1,1,3,1,1,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-21,1,11,1,2,1,7,1,0,4,1,2,1,1,13,6,4,8,6,7,1,3,0,6,2,9,5,0,4,0,0,0,2,8,0,0,4,13,7,10,0,0,2,0,5,0,0,0,0,0,2,2,0,2,0,0,0,0
2019-10-22,1,7,1,3,1,4,1,1,2,1,0,1,1,6,4,4,6,5,6,1,0,0,5,5,5,4,0,3,0,0,2,1,4,0,0,5,5,5,7,1,0,2,1,5,0,0,0,0,0,2,2,0,2,0,0,0,0
2019-10-23,1,5,1,1,1,5,1,0,1,1,1,1,1,5,10,9,10,10,10,0,2,0,7,9,6,6,0,1,0,0,7,4,2,0,0,9,7,6,7,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-10-24,2,6,1,3,1,4,1,1,2,1,1,2,2,1,3,0,3,3,1,0,4,0,8,0,7,5,0,0,0,0,0,1,0,0,0,0,11,11,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-25,1,6,0,1,0,4,0,0,1,0,2,1,1,4,5,3,5,5,4,0,0,0,2,3,2,2,0,0,0,0,1,0,0,0,0,3,4,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-26,0,2,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-28,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-29,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,0,4,4,0,1,6,0,7,0,7,1,0,1,0,0,0,1,0,0,0,0,12,12,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-30,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,2,2,0,2,0,3,2,3,1,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-02,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-11-03,1,3,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04,1,3,1,1,1,2,1,2,1,1,3,1,1,5,2,1,2,2,2,0,2,0,3,0,3,1,1,1,1,1,1,1,2,1,2,0,4,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,1,16,0,2,0,1,0,0,1,0,0,1,1,6,6,2,6,4,6,0,3,0,11,2,13,5,0,4,0,2,0,3,5,0,3,5,11,9,12,1,1,4,5,7,2,0,0,0,0,4,4,0,4,0,0,0,0
2019-11-06,1,7,1,2,1,2,1,0,1,1,1,1,1,4,5,4,5,4,5,0,3,0,4,3,4,3,0,3,0,0,0,0,3,0,2,2,4,4,5,0,2,2,4,2,0,1,0,1,0,2,2,0,2,0,0,0,0
2019-11-07,2,4,2,3,2,3,2,0,2,2,2,2,2,1,0,0,1,0,1,0,5,0,7,0,7,6,0,1,0,0,0,0,1,0,0,0,6,6,7,0,0,1,2,5,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-11-08,0,9,0,1,0,1,0,1,0,0,1,0,0,5,6,3,6,6,5,1,4,1,4,2,5,2,0,4,0,0,0,0,2,0,1,2,8,6,7,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-09,3,7,1,1,1,3,1,2,3,3,1,1,3,3,1,0,1,3,1,1,2,1,4,2,4,3,0,0,0,0,3,0,0,0,3,2,4,4,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-10,0,5,0,0,0,1,0,0,0,0,0,0,0,4,4,3,4,4,4,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-11,2,22,2,2,2,3,2,0,2,2,3,2,2,7,9,7,9,9,8,0,5,0,10,5,12,8,0,1,0,0,4,2,2,0,5,5,17,16,15,0,0,0,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,0,8,0,0,0,3,0,0,0,0,2,1,0,9,9,3,9,9,8,0,3,0,5,3,9,3,0,2,0,0,2,1,2,0,3,3,13,9,8,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,2,7,2,2,2,5,2,1,2,2,3,2,2,8,4,3,4,4,3,0,2,0,2,4,2,1,0,0,0,0,4,0,0,0,1,3,7,7,5,0,1,1,2,5,0,1,0,1,0,1,1,0,1,0,0,0,0
2019-11-14,0,0,0,2,0,1,0,0,0,0,1,0,0,2,3,1,3,3,2,0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,1,6,1,1,1,3,1,0,2,1,1,1,1,7,4,3,5,3,5,0,1,0,1,3,3,1,0,1,0,0,0,0,1,0,1,4,5,3,3,1,0,1,2,3,3,1,0,0,0,1,1,0,1,0,0,1,0
2019-11-16,5,16,5,7,5,13,5,1,5,5,11,5,5,8,1,0,0,1,1,1,0,0,5,1,5,3,0,0,0,0,1,1,1,0,1,1,4,4,5,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-17,6,20,6,6,6,17,6,2,6,6,9,6,6,15,9,7,9,9,9,1,2,1,9,6,10,3,0,1,0,0,1,1,5,0,0,6,11,10,12,1,0,0,5,9,0,1,0,0,0,0,0,0,0,1,0,0,0
2019-11-18,4,56,4,7,4,14,4,1,5,4,7,4,4,18,5,5,5,5,6,1,2,0,19,5,16,8,0,3,0,0,9,2,5,0,6,5,22,22,21,1,0,0,23,17,1,1,0,0,0,0,0,0,0,0,0,1,0
2019-11-19,2,28,2,4,2,6,2,1,3,2,4,2,2,8,5,3,3,4,3,0,1,0,8,1,9,2,1,1,1,1,1,1,6,1,3,4,8,7,8,1,0,3,24,6,2,1,0,0,0,2,2,0,2,0,0,1,0
2019-11-20,1,12,1,2,1,5,1,0,1,1,3,1,1,7,2,1,2,2,2,0,1,0,5,2,5,0,0,0,0,0,0,0,3,0,0,5,3,2,5,0,0,3,9,1,1,0,0,0,0,3,3,0,3,0,0,0,0
2019-11-21,3,18,2,4,3,6,2,0,3,2,4,3,3,7,6,3,6,6,5,0,1,0,3,4,2,1,0,1,0,0,1,0,1,0,1,4,10,9,9,0,1,2,7,6,1,2,0,1,0,2,2,0,2,0,0,1,0
2019-11-22,1,11,0,2,0,6,0,0,1,0,0,0,1,7,3,2,3,2,2,0,2,0,5,3,5,2,0,1,0,0,0,0,1,0,0,2,5,4,5,1,0,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-11-23,1,8,1,1,1,2,1,0,1,1,1,1,1,2,1,0,1,0,1,0,0,0,3,0,3,2,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-11-24,5,10,3,4,3,8,3,2,6,4,8,3,5,6,2,2,3,3,3,1,1,0,5,4,5,5,0,1,0,0,1,0,2,0,0,2,6,6,5,2,0,1,6,4,0,0,1,0,0,1,1,0,2,0,0,0,0
2019-11-25,0,14,0,0,0,11,0,0,2,0,1,0,0,15,2,2,2,3,2,0,0,0,5,3,2,1,0,0,0,0,1,0,1,0,0,2,9,7,6,1,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-11-26,2,13,2,4,2,5,2,0,2,2,6,2,2,11,13,7,11,12,12,1,2,0,6,9,7,6,0,6,0,0,2,1,6,0,1,9,13,8,8,3,2,2,2,7,1,1,1,1,0,2,2,0,2,0,0,0,0
2019-11-27,6,15,6,15,6,21,6,0,7,6,13,6,6,18,5,4,5,6,5,0,13,0,14,3,15,13,0,1,0,0,2,0,3,0,1,5,18,16,16,1,0,1,8,16,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-11-28,4,16,3,13,3,14,3,0,4,4,6,3,4,11,5,4,3,5,4,0,3,0,8,4,8,3,0,1,0,0,2,0,5,0,1,8,5,4,6,2,2,5,2,4,0,1,0,1,0,4,4,0,4,0,0,0,0
2019-11-29,4,8,4,8,4,15,4,0,4,4,7,4,4,11,4,3,4,4,3,0,3,0,6,2,4,4,1,2,1,1,1,1,3,1,2,3,10,9,7,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30,4,8,4,5,4,16,4,1,4,4,9,4,4,11,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,3,8,3,6,3,11,3,0,6,3,6,3,3,6,1,1,1,1,1,0,1,0,2,0,2,1,1,1,1,1,2,1,2,1,2,1,4,2,2,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02,14,17,13,17,14,22,13,2,14,14,21,14,14,12,4,2,4,4,5,1,3,0,7,1,7,5,0,0,0,0,1,0,1,0,0,3,7,6,7,0,0,1,29,6,0,0,0,0,0,1,1,0,1,0,0,0,0
2019-12-03,10,15,10,12,10,19,10,1,11,10,14,10,10,14,5,4,5,5,5,1,2,1,5,3,4,3,0,0,0,0,2,0,0,0,1,3,7,6,6,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,3,5,3,4,3,10,3,0,4,3,4,3,3,7,6,2,6,6,5,0,2,0,3,1,7,2,0,1,0,0,0,1,1,0,0,1,5,5,4,0,0,0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-05,0,5,0,1,0,9,0,0,0,0,2,0,0,12,5,3,4,6,4,0,1,0,2,4,3,1,0,0,0,0,0,1,1,0,0,4,5,2,4,2,0,1,10,2,1,0,0,0,0,1,1,0,1,0,1,0,0
